"year","crop","area","production","yield","prop_area"
1985,"Maize",5797.2,6643.7,1.146,0.0337478322990506
1985,"Mangoes, mangosteens, guavas",795,9337.52,11.7453,0.00462801467566157
1985,"Melons, other (inc.cantaloupes)",28,530,18.9286,0.000162999259017011
1985,"Millet",16207.2,7399.1,0.4565,0.0943486282407324
1985,"Mushrooms and truffles",NA,1.2,NA,NA
1985,"Nutmeg, mace and cardamoms",117.74,10.02,0.0851,0.000685411884166533
1985,"Okra",330,1950,5.9091,0.00192106269555763
1985,"Onions",280.6,2862.7,10.2021,0.00163348543143476
1985,"Oranges",115,1350,11.7391,0.000669461242391296
1985,"Other oilseeds",635,192.3,0.3028,0.00369659033842151
1985,"Other pulses",2188,824,0.3766,0.0127372278117579
1985,"Papayas",31,240,7.7419,0.000180463465340263
1985,"Peaches and nectarines",15.5,65,4.1935,9.02317326701313e-05
1985,"Pears",14,85,6.0714,8.14996295085057e-05
1985,"Peas, green",120,1380,11.5,0.000698568252930049
1985,"Pepper (piper spp.)",109.4,18.22,0.1665,0.000636861390587894
1985,"Pigeonpea",3154.9,2585.2,0.8194,0.0183659415097418
1985,"Pineapples",56.18,771.06,13.7248,0.000327046370413418
1985,"Plums and sloes",10,40,4,5.8214021077504e-05
1985,"Poppy seed",NA,2,NA,NA
1985,"Potato",849,12570.6,14.8064,0.00494237038948009
1985,"Pumpkins, squash and gourds",278,2550,9.1727,0.00161834978595461
1985,"Rape and mustard",3986.9,3073,0.7708,0.0232093480633901
1985,"Rice",41137.2,95817.696,2.3292,0.23947618278695
1985,"Rubber, natural",210.5,186.5,0.886,0.00122540514368146
1985,"Safflower",918.1,515.2,0.5612,0.00534462927512565
1985,"Sesame seed",2217.4,501,0.2259,0.0129083770337257
1985,"Sorghum",16097,10197,0.6335,0.0937071097284583
1985,"Soybean",1339.7,1024.1,0.7644,0.00779893240375322
1985,"Spices, nes",491.3,484.2,0.9855,0.00286005485553777
1985,"Sugarcane",2953.2,170319.2,57.6728,0.0171917647046085
1985,"Sunflower",751.6,280.9,0.3737,0.0043753658241852
1985,"Sweet potatoes",192.2,1627.7,8.4688,0.00111887348510963
1985,"Tea",399.929,656.162,1.6407,0.00232814752355051
1985,"Tobacco, unmanufactured",436.6,485.9,1.1129,0.00254162416024383
1985,"Tomatoes",260,2300,8.8462,0.00151356454801511
1985,"Vegetables, fresh nes",2560,22400,8.75,0.014902789395841
1985,"Walnuts, with shell",17,15,0.8824,9.89638358317569e-05
1985,"Watermelons",14.3,170,11.8881,8.32460501408308e-05
1985,"Wheat",23564.896,44068.8,1.8701,0.137180735243319
1986,"Anise, badian, fennel, coriander",94.482,50.263,0.532,0.000549195027221024
1986,"Apples",165,1258,7.6242,0.000959094636983436
1986,"Apricots",1.5,4.5,3,8.71904215439487e-06
1986,"Areca nuts",185.6,216.2,1.1649,0.00107883614923713
1986,"Bananas",300.2,5714,19.034,0.00174497096983289
1986,"Barley",1368.8,1962.5,1.4337,0.0079564166006238
1986,"Bastfibres, other",361.5,280,0.7746,0.00210128915920916
1986,"Beans, dry",9360,3076.6,0.3287,0.054406823043424
1986,"Beans, green",135,370,2.7407,0.000784713793895538
1986,"Berries nes",0.275,1,3.6364,1.59849106163906e-06
1986,"Cabbages and other brassicas",155,2200,14.1935,0.00090096768928747
1986,"Carrots and turnips",18.5,250,13.5135,0.000107534853237537
1986,"Cashew nuts, with shell",518.379,234.48,0.4523,0.00301317890196871
1986,"Cassava",275.7,4884.3,17.716,0.00160255994797778
1986,"Castor",577.6,230.3,0.3987,0.00335741249891898
1986,"Cauliflowers and broccoli",200,2700,13.5,0.00116253895391932
1986,"Cherries",1.25,1.1,0.88,7.26586846199572e-06
1986,"Chickpea",7804.5,5787.9,0.7416,0.0453651763293165
1986,"Chillies and peppers, dry",834.6,629.2,0.7539,0.00485127505470531
1986,"Chillies and peppers, green",4.5,37.8,8.4,2.61571264631846e-05
1986,"Cocoa, beans",20,6,0.3,0.000116253895391932
1986,"Coconuts",1231.2,4738,3.8483,0.00715658980032731
1986,"Coffee, green",214.476,122.4,0.5707,0.001246683523404
1986,"Coir",NA,236.9,NA,NA
1986,"Cotton",6948,3668,0.5279,0.040386603259157
1986,"Cucumbers and gherkins",14.7,93,6.3265,8.54466131130697e-05
1986,"Dry peas",502,427.2,0.851,0.00291797277433748
1986,"Eggplants (aubergines)",280,2660,9.5,0.00162755453548704
1986,"Figs",0.87,2,2.2989,5.05704444954902e-06
1986,"Fruit, citrus nes",7,80,11.4286,4.06888633871761e-05
1986,"Fruit, fresh nes",435,3370,7.7471,0.00252852222477451
1986,"Fruit, stone nes",0.2,1,5,1.16253895391932e-06
1986,"Fruit, tropical fresh nes",440,3670,8.3409,0.0025575856986225
1986,"Garlic",59.6,208.2,3.4933,0.000346436608267956
1986,"Ginger",52.65,136.01,2.5833,0.00030603837961926
1986,"Grapefruit (inc. pomelos)",3.5,50,14.2857,2.0344431693588e-05
1986,"Grapes",12.5,260,20.8,7.26586846199573e-05
1986,"Groundnut",6982.1,5875.4,0.8415,0.0405848161508003
1986,"Jute",802.7,1323.5,1.6488,0.00466585009155517
1986,"Lemons and limes",55,600,10.9091,0.000319698212327812
1986,"Lentils",1090.7,662.5,0.6074,0.00633990618519899
1986,"Lettuce and chicory",105,660,6.2857,0.000610332950807641
1986,"Linseed",1423.7,376.2,0.2642,0.00827553354347465
1986,"Maize",5923.1,7592.8,1.2819,0.0344291723897975
1986,"Mangoes, mangosteens, guavas",805,9871,12.2621,0.00467921928952525
1986,"Melons, other (inc.cantaloupes)",28,550,19.6429,0.000162755453548704
1986,"Millet",16645.3,8383.3,0.5036,0.0967540482483659
1986,"Mushrooms and truffles",NA,1.4,NA,NA
1986,"Nutmeg, mace and cardamoms",116.27,9.71,0.0835,0.000675842020860994
1986,"Okra",340,2050,6.0294,0.00197631622166284
1986,"Onions",262.2,2532.6,9.659,0.00152408856858822
1986,"Oranges",105,1346,12.819,0.000610332950807641
1986,"Other oilseeds",586.9,131.2,0.2235,0.00341147056027623
1986,"Other pulses",2248.1,915.9,0.4074,0.0130675191115301
1986,"Papayas",32.959,278.767,8.458,0.000191580606911134
1986,"Peaches and nectarines",18,80,4.4444,0.000104628505852738
1986,"Pears",13.7,82,5.9854,7.96339183434731e-05
1986,"Peas, green",125,1430,11.44,0.000726586846199572
1986,"Pepper (piper spp.)",125.1,34,0.2718,0.000727168115676532
1986,"Pigeonpea",3183.9,2441,0.7667,0.0185070388769186
1986,"Pineapples",47,607,12.9149,0.000273196654171039
1986,"Plums and sloes",8.25,33,4,4.79547318491718e-05
1986,"Poppy seed",NA,1.5,NA,NA
1986,"Potato",843,10422.8,12.3639,0.00490010169076992
1986,"Pumpkins, squash and gourds",283,2630,9.2933,0.00164499261979583
1986,"Rape and mustard",3979,2680.5,0.6737,0.0231287124882248
1986,"Rice",41166.704,90779.408,2.2052,0.239289485022331
1986,"Rubber, natural",223.3,200.5,0.8979,0.00129797474205092
1986,"Safflower",911.3,347.9,0.3818,0.00529710874353336
1986,"Sesame seed",2163.8,447.7,0.2069,0.0125775089424531
1986,"Sorghum",15947.9,9185.4,0.576,0.0927002749160493
1986,"Soybean",1526.8,891.4,0.5838,0.00887482237422006
1986,"Spices, nes",505.1,502.4,0.9947,0.00293599212812323
1986,"Sugarcane",2862,171680.992,59.9864,0.0166359324305854
1986,"Sunflower",1022.5,419.9,0.4107,0.0059434804019125
1986,"Sweet potatoes",175,1408,8.0457,0.0010172215846794
1986,"Tea",411.673,620.803,1.508,0.00239292949388413
1986,"Tobacco, unmanufactured",397,441.2,1.1113,0.00230763982352984
1986,"Tomatoes",250,2280,9.12,0.00145317369239914
1986,"Vegetables, fresh nes",2680,23700,8.8433,0.0155780219825188
1986,"Walnuts, with shell",20,18,0.9,0.000116253895391932
1986,"Watermelons",14.7,184,12.517,8.54466131130697e-05
1986,"Wheat",22997.408,47051.808,2.046,0.133676913195879
1987,"Anise, badian, fennel, coriander",119.549,55.258,0.4622,0.000725286575377996
1987,"Apples",178.305,861.404,4.8311,0.00108175077016766
1987,"Apricots",1.6,4.8,3,9.70696969949388e-06
1987,"Areca nuts",194.8,219,1.1242,0.00118182356091338
1987,"Bananas",306.9,5917.9,19.2828,0.00186191812548417
1987,"Barley",1224.7,1669.4,1.3631,0.00743007861935634
1987,"Bastfibres, other",342.4,221.5,0.6469,0.00207729151569169
1987,"Beans, dry",8725.2,3244.6,0.3719,0.052934532513765
1987,"Beans, green",136,375,2.7574,0.000825092424456979
1987,"Berries nes",0.275,1,3.6364,1.66838541710051e-06
1987,"Cabbages and other brassicas",155,2200,14.1935,0.000940362689638469
1987,"Carrots and turnips",19,260,13.6842,0.00011527026518149
1987,"Cashew nuts, with shell",522.998,245.58,0.4696,0.00317295358680994
1987,"Cassava",265.3,4814.4,18.147,0.00160953691329733
1987,"Castor",479.5,195.2,0.4071,0.00290905748181707
1987,"Cauliflowers and broccoli",210,2900,13.8095,0.00127403977305857
1987,"Cherries",1.245,1.013,0.8137,7.55323579741867e-06
1987,"Chickpea",6983.6,4531.8,0.6489,0.0423684959958659
1987,"Chillies and peppers, dry",743.2,579.8,0.7801,0.00450888742541491
1987,"Chillies and peppers, green",4.6,39,8.4783,2.79075378860449e-05
1987,"Cocoa, beans",20,7,0.35,0.000121337121243673
1987,"Coconuts",1346,5402,4.0134,0.00816598825969922
1987,"Coffee, green",215.5,192.1,0.8914,0.00130740748140058
1987,"Coir",NA,270.1,NA,NA
1987,"Cotton",6459.3,3390,0.5248,0.039187643362463
1987,"Cucumbers and gherkins",14.8,93.5,6.3176,8.97894697203184e-05
1987,"Dry peas",478.9,388,0.8102,0.00290541736817976
1987,"Eggplants (aubergines)",283,2775,9.8057,0.00171692026559798
1987,"Figs",1.7,4,2.3529,1.03136553057122e-05
1987,"Fruit, citrus nes",7.5,85,11.3333,4.55014204663775e-05
1987,"Fruit, fresh nes",410,3120,7.6098,0.00248741098549531
1987,"Fruit, stone nes",0.2,1,5,1.21337121243673e-06
1987,"Fruit, tropical fresh nes",410,3230,7.878,0.00248741098549531
1987,"Garlic",93.7,318.6,3.4002,0.00056846441302661
1987,"Ginger",54.24,142.84,2.6335,0.000329066272812842
1987,"Grapefruit (inc. pomelos)",5,70,14,3.03342803109184e-05
1987,"Grapes",15.389,251.035,16.3126,9.33628479409445e-05
1987,"Groundnut",6844,5853.6,0.8553,0.0415215628895851
1987,"Jute",697.2,1042.7,1.4956,0.00422981204655446
1987,"Lemons and limes",56,600,10.7143,0.000339743939482286
1987,"Lentils",1087,659.3,0.6065,0.00659467253959365
1987,"Lettuce and chicory",106,678,6.3962,0.000643086742591469
1987,"Linseed",1155.3,316.6,0.274,0.0070090388086408
1987,"Maize",5560.9,5721.3,1.0288,0.0337371798761972
1987,"Mangoes, mangosteens, guavas",834,10113.33,12.1263,0.00505975795586118
1987,"Melons, other (inc.cantaloupes)",29,580,20,0.000175938825803327
1987,"Millet",13851.1,6865.9,0.4957,0.0840326300029123
1987,"Mushrooms and truffles",NA,1.5,NA,NA
1987,"Nutmeg, mace and cardamoms",118.79,9.27,0.078,0.000720681831626799
1987,"Okra",346,2110,6.0983,0.00209913219751555
1987,"Onions",274,2700.7,9.8566,0.00166231856103833
1987,"Oranges",112,1500,13.3929,0.000679487878964571
1987,"Other oilseeds",639.1,179.3,0.2806,0.00387732770934159
1987,"Other pulses",2098.6,861.8,0.4107,0.0127319041320987
1987,"Papayas",32.993,276.346,8.3759,0.000200163782059626
1987,"Peaches and nectarines",11.658,90.3,7.7458,7.07274079729373e-05
1987,"Pears",21.471,72.676,3.3848,0.000130261466511146
1987,"Peas, green",130,1625,12.5,0.000788691288083878
1987,"Pepper (piper spp.)",132.81,31.34,0.236,0.000805739153618614
1987,"Pigeonpea",3147.5,2271.5,0.7217,0.0190954294557231
1987,"Pineapples",45.661,578.035,12.6593,0.000277018714655369
1987,"Plums and sloes",14.339,33.995,2.3708,8.69926490756517e-05
1987,"Poppy seed",NA,NA,NA,NA
1987,"Potato",831.5,12740.3,15.3221,0.00504459081570572
1987,"Pumpkins, squash and gourds",286,2685,9.3881,0.00173512083378453
1987,"Rape and mustard",3718.6,2604.7,0.7005,0.0225602109528362
1987,"Rice",38806.304,85338.704,2.1991,0.235432260673342
1987,"Rubber, natural",237.1,219.5,0.9258,0.00143845157234375
1987,"Safflower",892.2,352.5,0.3951,0.00541284897868027
1987,"Sesame seed",2153.3,583.1,0.2708,0.0130637611587001
1987,"Sorghum",15999.4,12196.3,0.7623,0.0970660568813015
1987,"Soybean",1542.6,898.3,0.5823,0.00935873216152453
1987,"Spices, nes",702.1,607,0.8645,0.00425953964125916
1987,"Sugarcane",3078.7,186089.504,60.4442,0.0186780297586449
1987,"Sunflower",1651.3,635.3,0.3847,0.0100181994154839
1987,"Sweet potatoes",178.3,1490.6,8.3601,0.00108172043588735
1987,"Tea",411.7,620.8,1.5079,0.00249772464080102
1987,"Tobacco, unmanufactured",389.2,461.8,1.1865,0.00236122037940189
1987,"Tomatoes",293.692,2386.776,8.1268,0.00178178709061485
1987,"Vegetables, fresh nes",2715,24000,8.8398,0.0164715142088287
1987,"Walnuts, with shell",22,23,1.0455,0.000133470833368041
1987,"Watermelons",15,188,12.5333,9.10028409327551e-05
1987,"Wheat",23131.2,44322.896,1.9162,0.140333660945583
1988,"Anise, badian, fennel, coriander",240.627,130.922,0.5441,0.00139097781913324
1988,"Apples",185.083,995.296,5.3776,0.00106989800686805
1988,"Apricots",1.5,4.35,2.9,8.67095849052625e-06
1988,"Areca nuts",199.8,226.7,1.1346,0.0011549716709381
1988,"Bananas",500,5989.9,11.9798,0.00289031949684208
1988,"Barley",1142.7,1576.8,1.3799,0.0066055361780829
1988,"Bastfibres, other",306.5,249.2,0.8131,0.0017717658515642
1988,"Beans, dry",9423.7,4036.3,0.4283,0.0544750076847815
1988,"Beans, green",138,385,2.7899,0.000797728181128415
1988,"Berries nes",0.275,1,3.6364,1.58967572326315e-06
1988,"Cabbages and other brassicas",160.296,2311.789,14.422,0.000926613308131597
1988,"Carrots and turnips",19.5,272,13.9487,0.000112722460376841
1988,"Cashew nuts, with shell",527.395,260.26,0.4935,0.00304868010207406
1988,"Cassava",268.4,5416.5,20.1807,0.00155152350590483
1988,"Castor",631.3,415.5,0.6582,0.00364931739671281
1988,"Cauliflowers and broccoli",220,3000,13.6364,0.00127174057861052
1988,"Cherries",1.25,2,1.6,7.22579874210521e-06
1988,"Chickpea",5767,3625.5,0.6287,0.0333369450765766
1988,"Chillies and peppers, dry",805,680,0.8447,0.00465341438991575
1988,"Chillies and peppers, green",4.7,41.4,8.8085,2.71690032703156e-05
1988,"Cocoa, beans",20,6,0.3,0.000115612779873683
1988,"Coconuts",1425.5,6346,4.4518,0.00824030088549678
1988,"Coffee, green",218,122.7,0.5628,0.00126017930062315
1988,"Coir",NA,317.3,NA,NA
1988,"Cotton",7342.6,4645,0.6326,0.0424449198750254
1988,"Cucumbers and gherkins",15,95,6.3333,8.67095849052625e-05
1988,"Dry peas",431.3,377.3,0.8748,0.00249318959797598
1988,"Eggplants (aubergines)",287,2870,10,0.00165904339118736
1988,"Figs",2.2,5,2.2727,1.27174057861052e-05
1988,"Fruit, citrus nes",9.5,100,10.5263,5.49160704399996e-05
1988,"Fruit, fresh nes",330,2410,7.303,0.00190761086791577
1988,"Fruit, stone nes",0.2,1,5,1.15612779873683e-06
1988,"Fruit, tropical fresh nes",360,2745,7.625,0.0020810300377263
1988,"Garlic",85.6,313.6,3.6636,0.000494822697859365
1988,"Ginger",52,152,2.9231,0.000300593227671577
1988,"Grapefruit (inc. pomelos)",5.5,73,13.2727,3.17935144652629e-05
1988,"Grapes",21.355,416.253,19.4921,0.000123445545710125
1988,"Groundnut",8529,9658,1.1324,0.0493030699771323
1988,"Jute",690.9,1207.8,1.7482,0.00399384348073639
1988,"Lemons and limes",59,600,10.1695,0.000341057700627366
1988,"Lentils",1040.3,660.3,0.6347,0.00601359874512964
1988,"Lettuce and chicory",107,692,6.4673,0.000618528372324206
1988,"Linseed",1150.7,393.3,0.3418,0.00665178129003237
1988,"Maize",5896.7,8228.7,1.3955,0.0340866939540574
1988,"Mangoes, mangosteens, guavas",852,7927,9.304,0.00492510442261891
1988,"Melons, other (inc.cantaloupes)",29.5,600,20.339,0.000170528850313683
1988,"Millet",17105.504,11352.9,0.6637,0.0988807434290205
1988,"Mushrooms and truffles",NA,1.5,NA,NA
1988,"Nutmeg, mace and cardamoms",118.34,8.56,0.0723,0.000684080818512584
1988,"Okra",353,2190,6.204,0.00204056556477051
1988,"Onions",315.2,3347.3,10.6196,0.00182205741080925
1988,"Oranges",120,1400,11.6667,0.0006936766792421
1988,"Other oilseeds",604.3,177.7,0.2941,0.00349324014388334
1988,"Other pulses",1975.5,772.2,0.3909,0.0114196523320231
1988,"Papayas",35.474,386.486,10.8949,0.000205062387661952
1988,"Peaches and nectarines",14.874,63.912,4.2969,8.59812243920583e-05
1988,"Pears",22.326,82.151,3.6796,0.000129058546172993
1988,"Peas, green",135,1690,12.5185,0.000780386264147363
1988,"Pepper (piper spp.)",149.93,48.09,0.3207,0.000866691204323067
1988,"Pigeonpea",3333.1,2282.3,0.6847,0.0192674478298487
1988,"Pineapples",51.549,815.387,15.8177,0.000297986159485425
1988,"Plums and sloes",14.59,34.104,2.3375,8.4339522917852e-05
1988,"Poppy seed",NA,NA,NA,NA
1988,"Potato",885.1,14046,15.8694,0.00511644357330986
1988,"Pumpkins, squash and gourds",290,2800,9.6552,0.00167638530816841
1988,"Rape and mustard",4619.2,3454.5,0.7479,0.0267019276396259
1988,"Rice",41735.808,106368.8,2.5486,0.241259639157716
1988,"Rubber, natural",249.1,235.2,0.9442,0.00143995717332673
1988,"Safflower",1051.9,462.2,0.4394,0.00608065415745638
1988,"Sesame seed",2447.9,681.8,0.2785,0.0141504261926395
1988,"Sorghum",14599.3,10170.4,0.6966,0.0843932828604932
1988,"Soybean",1734.1,1547.1,0.8922,0.0100242060789477
1988,"Spices, nes",483.6,513,1.0608,0.00279551701734566
1988,"Sugarcane",3278.6,196736.896,60.0064,0.0189524030046929
1988,"Sunflower",1103.8,370.1,0.3353,0.00638066932122858
1988,"Sweet potatoes",162.1,1257.6,7.7582,0.000937041580876203
1988,"Tea",414.2,674.3,1.628,0.00239434067118398
1988,"Tobacco, unmanufactured",318,367.4,1.1553,0.00183824319999157
1988,"Tomatoes",235.776,3103.301,13.1621,0.00136293593937488
1988,"Vegetables, fresh nes",2430,23100,9.5062,0.0140469527546525
1988,"Walnuts, with shell",22,20,0.9091,0.000127174057861052
1988,"Watermelons",15.5,195,12.5806,8.95999044021046e-05
1988,"Wheat",23062.704,46169.408,2.0019,0.133317166042196
1989,"Anise, badian, fennel, coriander",170.693,67.593,0.396,0.000968478439026976
1989,"Apples",186.66,1084.117,5.808,0.00105907204998902
1989,"Apricots",1.7,5,2.9412,9.6454649361477e-06
1989,"Areca nuts",204.3,249,1.2188,0.00115915793320881
1989,"Bananas",332.8,6409.2,19.2584,0.0018882416063235
1989,"Barley",1081.1,1721.6,1.5925,0.00613394831909958
1989,"Bastfibres, other",304.7,258.5,0.8484,0.00172880774473189
1989,"Beans, dry",9691,3902,0.4026,0.0549848239389455
1989,"Beans, green",142,390,2.7465,0.000805680012313514
1989,"Berries nes",0.275,1,3.6364,1.56029579849448e-06
1989,"Cabbages and other brassicas",165.46,2341.561,14.1518,0.000938787428432352
1989,"Carrots and turnips",19.7,275,13.9594,0.000111773917201241
1989,"Cashew nuts, with shell",529.287,274.33,0.5183,0.00300307011744636
1989,"Cassava",249.3,4832.6,19.3847,0.00141447906387154
1989,"Castor",702.2,517.1,0.7364,0.00398414439891936
1989,"Cauliflowers and broccoli",230,3200,13.913,0.00130497466783175
1989,"Cherries",1.32,3.5,2.6515,7.48941983277351e-06
1989,"Chickpea",6809.5,5129.1,0.7532,0.0386357608721752
1989,"Chillies and peppers, dry",907.8,801.5,0.8829,0.00515067827590287
1989,"Chillies and peppers, green",4.72,41.5,8.7924,2.67803497050689e-05
1989,"Cocoa, beans",20,6,0.3,0.000113476058072326
1989,"Coconuts",1472.2,6954,4.7235,0.00835297263470391
1989,"Coffee, green",221,214.7,0.9715,0.0012539104416992
1989,"Coir",NA,347.7,NA,NA
1989,"Cotton",7694.8,6067,0.7885,0.0436587785827467
1989,"Cucumbers and gherkins",15.3,98,6.4052,8.68091844253293e-05
1989,"Dry peas",443,417.3,0.942,0.00251349468630202
1989,"Eggplants (aubergines)",290,2960,10.2069,0.00164540284204873
1989,"Figs",2,4.5,2.25,1.13476058072326e-05
1989,"Fruit, citrus nes",6,75,12.5,3.40428174216978e-05
1989,"Fruit, fresh nes",360,2700,7.5,0.00204256904530187
1989,"Fruit, stone nes",0.2,1,5,1.13476058072326e-06
1989,"Fruit, tropical fresh nes",360,2805,7.7917,0.00204256904530187
1989,"Garlic",85.4,332.7,3.8958,0.000484542767968832
1989,"Ginger",54,156.12,2.8911,0.00030638535679528
1989,"Grapefruit (inc. pomelos)",5,75,15,2.83690145180815e-05
1989,"Grapes",24.878,374.535,15.0549,0.000141152868636166
1989,"Groundnut",8710.2,8100,0.9299,0.0494199580510787
1989,"Jute",677.4,1272.9,1.8791,0.00384343408690968
1989,"Lemons and limes",60,690,11.5,0.000340428174216978
1989,"Lentils",1081.1,733.6,0.6786,0.00613394831909958
1989,"Lettuce and chicory",109,707,6.4862,0.000618444516494176
1989,"Linseed",1198.9,360.8,0.3009,0.00680232230114558
1989,"Maize",5915.1,9651.3,1.6316,0.0335611115551808
1989,"Mangoes, mangosteens, guavas",860,8504,9.8884,0.00487947049711001
1989,"Melons, other (inc.cantaloupes)",30,610,20.3333,0.000170214087108489
1989,"Millet",15945.6,10721.1,0.6724,0.090472191579904
1989,"Mushrooms and truffles",NA,1.5,NA,NA
1989,"Nutmeg, mace and cardamoms",121.21,10.12,0.0835,0.000687721649947331
1989,"Okra",360,2250,6.25,0.00204256904530187
1989,"Onions",301.2,3065.1,10.1763,0.00170894943456923
1989,"Oranges",131,1920,14.6565,0.000743268180373735
1989,"Other oilseeds",621.6,186.5,0.3,0.00352683588488789
1989,"Other pulses",1861.5,790.6,0.4247,0.0105617841050817
1989,"Papayas",35.554,354.304,9.9652,0.000201726388435174
1989,"Peaches and nectarines",15.122,67.305,4.4508,8.57992475084856e-05
1989,"Pears",22.75,118.658,5.2157,0.000129079016057271
1989,"Peas, green",140,1790,12.7857,0.000794332406506281
1989,"Pepper (piper spp.)",160.74,44.16,0.2747,0.000912007078727283
1989,"Pigeonpea",3488.7,2717.7,0.779,0.0197941961898462
1989,"Pineapples",54.141,787,14.5361,0.00030718536300469
1989,"Plums and sloes",14.707,35.426,2.4088,8.34446193034849e-05
1989,"Poppy seed",NA,NA,NA,NA
1989,"Potato",932.7,14857,15.929,0.00529195596820292
1989,"Pumpkins, squash and gourds",300,2850,9.5,0.00170214087108489
1989,"Rape and mustard",4832.2,4376.8,0.9058,0.0274169503908547
1989,"Rice",42166.896,110310.608,2.616,0.239246656961286
1989,"Rubber, natural",266.1,259.2,0.9741,0.0015097989526523
1989,"Safflower",815.5,444.9,0.5456,0.00462698626789909
1989,"Sesame seed",2386.5,745.1,0.3122,0.0135405306294803
1989,"Sorghum",14837.9,12898.4,0.8693,0.0841873201035682
1989,"Soybean",2253,1805.6,0.8014,0.0127830779418475
1989,"Spices, nes",465.4,609.1,1.3088,0.00264058787134302
1989,"Sugarcane",3328.9,203036.8,60.9922,0.0188875224858483
1989,"Sunflower",1192.3,631.3,0.5295,0.00676487520198171
1989,"Sweet potatoes",157.4,1271,8.075,0.000893056577029205
1989,"Tea",414.3,701.1,1.6923,0.00235065654296823
1989,"Tobacco, unmanufactured",377,492.8,1.3072,0.00213902369466334
1989,"Tomatoes",344.415,4600,13.356,0.00195414282704901
1989,"Vegetables, fresh nes",2325,22300,9.5914,0.0131915917509079
1989,"Walnuts, with shell",24.5,17,0.6939,0.000139008171138599
1989,"Watermelons",15.7,197,12.5478,8.90787055867758e-05
1989,"Wheat",24109.104,54110.208,2.2444,0.136790304278787
1990,"Anise, badian, fennel, coriander",151.116,89.343,0.5912,0.000861747916357624
1990,"Apples",187.198,1093.9,5.8435,0.00106750765270596
1990,"Apricots",2,6,3,1.14051181391464e-05
1990,"Areca nuts",209.5,251.3,1.1995,0.00119468612507559
1990,"Bananas",365,7153,19.5973,0.00208143406039422
1990,"Barley",990.6,1485.7,1.4998,0.00564895501431921
1990,"Bastfibres, other",311.2,277.3,0.8911,0.00177463638245118
1990,"Beans, dry",9790.7,4084.9,0.4172,0.0558320450824703
1990,"Beans, green",134.666,398.084,2.9561,0.000767940819663144
1990,"Berries nes",0.28,1.065,3.8036,1.5967165394805e-06
1990,"Cabbages and other brassicas",167.896,2373.632,14.1375,0.000957436857545062
1990,"Carrots and turnips",20,280,14,0.000114051181391464
1990,"Cashew nuts, with shell",530.869,285.59,0.538,0.00302731183070525
1990,"Cassava",241.6,4962,20.5381,0.00137773827120888
1990,"Castor",810,716.2,0.8842,0.00461907284635429
1990,"Cauliflowers and broccoli",238.632,3394.897,14.2265,0.00136081307589039
1990,"Cherries",1.3,3.2,2.4615,7.41332679044516e-06
1990,"Chickpea",6470.5,4217.3,0.6518,0.0368984084596734
1990,"Chillies and peppers, dry",816.2,719,0.8809,0.00465442871258565
1990,"Chillies and peppers, green",4.75,42,8.8421,2.70871555804727e-05
1990,"Cocoa, beans",20,6,0.3,0.000114051181391464
1990,"Coconuts",1475,7230,4.9017,0.00841127462762047
1990,"Coffee, green",221,118.1,0.5344,0.00126026555437568
1990,"Coir",NA,361.5,NA,NA
1990,"Cotton",7439.6,5228,0.7027,0.0424247584539968
1990,"Cucumbers and gherkins",15.9,102,6.4151,9.06706892062139e-05
1990,"Dry peas",507,461,0.9093,0.00289119744827361
1990,"Eggplants (aubergines)",295,3000,10.1695,0.00168225492552409
1990,"Figs",2.1,4.8,2.2857,1.19753740461037e-05
1990,"Fruit, citrus nes",6.7,85,12.6866,3.82071457661404e-05
1990,"Fruit, fresh nes",366.539,2875.59,7.8452,0.00209021029880229
1990,"Fruit, stone nes",0.204,1.065,5.2206,1.16332205019293e-06
1990,"Fruit, tropical fresh nes",366.539,2987.418,8.1503,0.00209021029880229
1990,"Garlic",90.1,350.4,3.889,0.000513800572168545
1990,"Ginger",54,154,2.8519,0.000307938189756953
1990,"Grapefruit (inc. pomelos)",5.3,80,15.0943,3.0223563068738e-05
1990,"Grapes",25.102,408.17,16.2605,0.000143145637764426
1990,"Groundnut",8309,7514.7,0.9044,0.0473825633090837
1990,"Jute",777.6,1425,1.8326,0.00443430993250012
1990,"Lemons and limes",65,752,11.5692,0.000370666339522258
1990,"Lentils",1111.8,706.2,0.6352,0.00634010517355148
1990,"Lettuce and chicory",111,717,6.4595,0.000632984056722625
1990,"Linseed",1124.4,325.6,0.2896,0.00641195741782811
1990,"Maize",5904.3,8961.7,1.5178,0.033669619514481
1990,"Mangoes, mangosteens, guavas",846.292,8645.405,10.2156,0.00482603012010724
1990,"Melons, other (inc.cantaloupes)",30.5,615,20.1639,0.000173928051621983
1990,"Millet",15095.1,10423.8,0.6905,0.0860806994111144
1990,"Mushrooms and truffles",NA,2,NA,NA
1990,"Nutmeg, mace and cardamoms",118.16,9.56,0.0809,0.000673814379660769
1990,"Okra",365,2280,6.2466,0.00208143406039422
1990,"Onions",301.9,3226.2,10.6863,0.00172160258310415
1990,"Oranges",138,2010,14.5652,0.000786953151601102
1990,"Other oilseeds",611.2,186.3,0.3048,0.00348540410332314
1990,"Other pulses",1935.3,640.9,0.3312,0.011036162567345
1990,"Papayas",36.518,451.497,12.3637,0.000208246052102674
